unique_ID,SMILES,InChI,pka_type,pka_value,T,remarks,method,assessment,ref,ref_remarks,entry_remarks,original_IUPAC_names,name_contributors,num_name_contributors,original_IUPAC_nicknames,source,pressure,acidity_label,original_T,solvent,temperature,Canonicalized SMILES,Canonicalized Taste,Source,Original Labels
serjeant2287,O=C(O)CNC(=S)S,"InChI=1S/C3H5NO2S2/c5-2(6)1-4-3(7)8/h1H2,(H,5,6)(H2,4,7,8)",pKa1,3.84,30,"I=0.1, mixed constants",E3b,Very uncertain,B169,,,"acetic acid, (dithiocarboxy)amino-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,30.0,O=C(O)CNC(=S)S,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2293,CCSP(C)(=O)O,"InChI=1S/C3H9O2PS/c1-3-7-6(2,4)5/h3H2,1-2H3,(H,4,5)",pKa1,2.03,20,"C=0.005, mixed constant",E3bg,Uncertain,N28,,,S-Ethyl hydrogen methylphosphonothioate,['manual_inconsistent'],1,,serjeant,,A,,,20.0,CCSP(C)(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2294,CC(C)(N)P(=O)(O)O,"InChI=1S/C3H10NO3P/c1-3(2,4)8(5,6)7/h4H2,1-2H3,(H2,5,6,7)",pKa1,5.85,25,"C=0.001, I=0.1(KCl), concentration constant",E3bg,Approximate,D68,,,"ethylphosphonic acid, 1-amino-1-methyl-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,25 (assumed),,25.0,CC(C)(N)P(=O)(O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2296,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,"InChI=1S/C3H12NO9P3/c5-14(6,7)1-4(2-15(8,9)10)3-16(11,12)13/h1-3H2,(H2,5,6,7)(H2,8,9,10)(H2,11,12,13)",pKa1,2.0,20,"I=0.1[(CH3)4NCl], concentration constants",E3bg,Uncertain,H30,,,"2-Azapropane-1,3-diphosphonic acid, 2-phosphomethyl-",['manual_inconsistent'],1,Nitrolotris(methylenephosphonic acid),serjeant,,A,,,20.0,O=P(O)(O)CN(CP(=O)(O)O)CP(=O)(O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2302,C=C=CC(=O)O,"InChI=1S/C4H4O2/c1-2-3-4(5)6/h3H,1H2,(H,5,6)",pKa1,3.69,25,"C=0.01, I=0.1(NaCl), mixed constant",E3bg,Approximate,M48,,,"2,3-Butadienoic acid",['manual_inconsistent'],1,,serjeant,,A,,,25.0,C=C=CC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2303,CC#CC(=O)O,"InChI=1S/C4H4O2/c1-2-3-4(5)6/h1H3,(H,5,6)",pKa1,2.59,25,"C=0.01, I=0.1(NaCl), mixed constant",E3bg,Approximate,M48,,,2-Butynoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1']",7,Tetrolic acid,serjeant,,A,,,25.0,CC#CC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2303,CC#CC(=O)O,"InChI=1S/C4H4O2/c1-2-3-4(5)6/h1H3,(H,5,6)",pKa1,2.616,25,"C=0.01, I=0.1(NaCl), mixed constant",C2,Reliable,G51,Thermodynamic quantities are derived from the results,,2-Butynoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1']",7,Tetrolic acid,serjeant,,A,,,25.0,CC#CC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2303,CC#CC(=O)O,"InChI=1S/C4H4O2/c1-2-3-4(5)6/h1H3,(H,5,6)",pKa1,2.616,15,"C=0.01, I=0.1(NaCl), mixed constant",C2,Reliable,G51,Thermodynamic quantities are derived from the results,,2-Butynoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1']",7,Tetrolic acid,serjeant,,A,,,15.0,CC#CC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2303,CC#CC(=O)O,"InChI=1S/C4H4O2/c1-2-3-4(5)6/h1H3,(H,5,6)",pKa1,2.611,20,"C=0.01, I=0.1(NaCl), mixed constant",C2,Reliable,G51,Thermodynamic quantities are derived from the results,,2-Butynoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1']",7,Tetrolic acid,serjeant,,A,,,20.0,CC#CC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2303,CC#CC(=O)O,"InChI=1S/C4H4O2/c1-2-3-4(5)6/h1H3,(H,5,6)",pKa1,2.618,30,"C=0.01, I=0.1(NaCl), mixed constant",C2,Reliable,G51,Thermodynamic quantities are derived from the results,,2-Butynoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1']",7,Tetrolic acid,serjeant,,A,,,30.0,CC#CC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2304,C#CCC(=O)O,"InChI=1S/C4H4O2/c1-2-3-4(5)6/h1H,3H2,(H,5,6)",pKa1,3.32,25,"C=0.01, I=0.1(NaCl), mixed constant",E3bg,Approximate,M48,,,3-Butynoic acid,"['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,C#CCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2306b,O=C(O)/C=C/C(=O)O,"InChI=1S/C4H4O4/c5-3(6)1-2-4(7)8/h1-2H,(H,5,6)(H,7,8)/b2-1+",pKa1,3.095,25,"I=0.02-0.1, molality scale","E1a, R4",Reliable,D2,,,Butanedioic acid trans-Isomer,"['OPSIN_nickname1', 'cirpy_nickname1', 'pubchem_nickname1', 'chemaxon_nickname1']",4,Fumaric acid,serjeant,,A,,,25.0,O=C(O)/C=C/C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2307,O=C(O)CC(=O)C(=O)O,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1H2,(H,6,7)(H,8,9)",pKa1,2.22,25,I=0.1(KCl),"E3bg, R3d",Approximate,T11,,,"butanedioic acid, oxo-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Oxaloacetic acid,serjeant,,A,,,25.0,O=C(O)CC(=O)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2310a,C/C=C\C(=O)O,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2-3H,1H3,(H,5,6)/b3-2-",pKa1,4.42,25,C=0.01,E3bg,Approximate,B112,,,cis-2-Butenoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Isocrotonic acid,serjeant,,A,,,25.0,C/C=C\C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2310a,C/C=C\C(=O)O,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2-3H,1H3,(H,5,6)/b3-2-",pKa1,4.44,23,C=0.01,E3bg,Approximate,D45,Values in mixed solvents are also given,,cis-2-Butenoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Isocrotonic acid,serjeant,,A,,,23.0,C/C=C\C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2310a,C/C=C\C(=O)O,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2-3H,1H3,(H,5,6)/b3-2-",pKa1,4.7,25,C=0.01,E3bg,Approximate,M12,,,cis-2-Butenoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Isocrotonic acid,serjeant,,A,,,25.0,C/C=C\C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2310b,C/C=C/C(=O)O,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2-3H,1H3,(H,5,6)/b3-2+",pKa1,4.7,25,C=0.01,E3bg,Approximate,B112,,,trans-2-Butenoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Crotonic acid,serjeant,,A,,,25.0,C/C=C/C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2310b,C/C=C/C(=O)O,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2-3H,1H3,(H,5,6)/b3-2+",pKa1,4.7,23,C=0.01,E3bg,Approximate,D45,Values in mixed solvents are also given,,trans-2-Butenoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Crotonic acid,serjeant,,A,,,23.0,C/C=C/C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2310b,C/C=C/C(=O)O,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2-3H,1H3,(H,5,6)/b3-2+",pKa1,4.74,25,C=0.01,E3bg,Approximate,M12,,,trans-2-Butenoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Crotonic acid,serjeant,,A,,,25.0,C/C=C/C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2311,C=CCC(=O)O,"InChI=1S/C4H6O2/c1-2-3-4(5)6/h2H,1,3H2,(H,5,6)",pKa1,4.37,23,C=0.01,E3bg,Approximate,D45,Values in mixed solvents are also given,,3-Butenoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Vinylacetic acid,serjeant,,A,,,23.0,C=CCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2313,CCC(=O)C(=O)O,"InChI=1S/C4H6O3/c1-2-3(5)4(6)7/h2H2,1H3,(H,6,7)",pKa1,2.5,25,,E3bg,Uncertain,O8,Thermodynamic data are also given,,"butanoic acid, 2-oxo-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,CCC(=O)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2314,CC(=O)CC(=O)O,"InChI=1S/C4H6O3/c1-3(5)2-4(6)7/h2H2,1H3,(H,6,7)",pKa1,3.6,25,,E3bg,Uncertain,C57,,,"butanoic acid, 3-oxo-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Acetoacetic acid,serjeant,,A,,,25.0,CC(=O)CC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2315b,CO/C=C/C(=O)O,"InChI=1S/C4H6O3/c1-7-3-2-4(5)6/h2-3H,1H3,(H,5,6)/b3-2+",pKa1,4.85,25,C=0.01,E3bg,Approximate,B112,,,"propenoic acid, 3-methoxy-","['OPSIN_name1', 'chemaxon_name1']",2,,serjeant,,A,,,25.0,CO/C=C/C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2316,O=C(O)CCC(=O)O,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",pKa1,4.22,25,"C=0.005, I=0.035","O3, R3d",Approximate,J19,, Other values in D33  F7  N32 and Y12,Butanedioic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Succinic acid,serjeant,,A,,,25.0,O=C(O)CCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2316,O=C(O)CCC(=O)O,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",pKa1,4.206,25,"C=0.005, I=0.035",E3bg,Approximate,W29,, Other values in D33  F7  N32 and Y12,Butanedioic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Succinic acid,serjeant,,A,,,25.0,O=C(O)CCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2316,O=C(O)CCC(=O)O,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",pKa1,4.21,25,C=0.0005-0.0007,"E3bg, R3d",Approximate,D41,, Other values in D33  F7  N32 and Y12,Butanedioic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Succinic acid,serjeant,,A,,,25.0,O=C(O)CCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2316,O=C(O)CCC(=O)O,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",pKa1,4.14,20,C=0.005,"E3bg, R3a",Approximate,D43,Values in mixed solvents are also given, Other values in D33  F7  N32 and Y12,Butanedioic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Succinic acid,serjeant,,A,,,20.0,O=C(O)CCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2316,O=C(O)CCC(=O)O,"InChI=1S/C4H6O4/c5-3(6)1-2-4(7)8/h1-2H2,(H,5,6)(H,7,8)",pKa1,3.98,25,"C=0.005, I=1.0(KNO3), concentration constants",E3bg,Approximate,R5,, Other values in D33  F7  N32 and Y12,Butanedioic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Succinic acid,serjeant,,A,,,25.0,O=C(O)CCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2317,CC(C(=O)O)C(=O)O,"InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)",pKa1,2.5,20,C=0.005,E3bg,Uncertain,D44,Values in mixed solvents are also given,,"propanedioic acid, methyl-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,20.0,CC(C(=O)O)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2317,CC(C(=O)O)C(=O)O,"InChI=1S/C4H6O4/c1-2(3(5)6)4(7)8/h2H,1H3,(H,5,6)(H,7,8)",pKa1,3.05,25,C=0.005,E3bg,Uncertain,W40,,,"propanedioic acid, methyl-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,CC(C(=O)O)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2318,O=C(O)CC(O)C(=O)O,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)",pKa1,3.459,25,m=0.01-0.1,"E1d, R3d",Reliable,E2,Thermodynamic quantities are derived from the results,,"butanedioic acid, hydroxy-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Malic acid,serjeant,,A,,,25.0,O=C(O)CC(O)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2318,O=C(O)CC(O)C(=O)O,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)",pKa1,3.22,30,"I=0.1 (KCl), mixed constants","E3bg, R3f",Approximate,C23,,,"butanedioic acid, hydroxy-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Malic acid,serjeant,,A,,,30.0,O=C(O)CC(O)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2318,O=C(O)CC(O)C(=O)O,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)",pKa1,3.28,20,I=0.1 (NaClO4,E3bg,Approximate,T41,,,"butanedioic acid, hydroxy-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Malic acid,serjeant,,A,,,20.0,O=C(O)CC(O)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2318,O=C(O)CC(O)C(=O)O,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)",pKa1,2.77,25,"C=0.017, I=1.0(KNO3)
concentration constants",E3bg,Approximate,R3,,,"butanedioic acid, hydroxy-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Malic acid,serjeant,,A,,,25.0,O=C(O)CC(O)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2318,O=C(O)CC(O)C(=O)O,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)",pKa1,3.23,25,"I=0.1(NaClO4), mixed constants",E3ag,Uncertain,R46,,,"butanedioic acid, hydroxy-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Malic acid,serjeant,,A,,,25.0,O=C(O)CC(O)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2318,O=C(O)CC(O)C(=O)O,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)",pKa1,3.45,25,"I=0.1(NaClO4), mixed constants",E3ag,Uncertain,R46,,,"butanedioic acid, hydroxy-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Malic acid,serjeant,,A,25 (assumed),,25.0,O=C(O)CC(O)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2318,O=C(O)CC(O)C(=O)O,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)",pKa1,3.482,15,m=0.01-0.1,"E1d, R3d",Reliable,E2,Thermodynamic quantities are derived from the results,,"butanedioic acid, hydroxy-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Malic acid,serjeant,,A,,,15.0,O=C(O)CC(O)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2318,O=C(O)CC(O)C(=O)O,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)",pKa1,3.473,20,m=0.01-0.1,"E1d, R3d",Reliable,E2,Thermodynamic quantities are derived from the results,,"butanedioic acid, hydroxy-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Malic acid,serjeant,,A,,,20.0,O=C(O)CC(O)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2318,O=C(O)CC(O)C(=O)O,"InChI=1S/C4H6O5/c5-2(4(8)9)1-3(6)7/h2,5H,1H2,(H,6,7)(H,8,9)",pKa1,3.452,30,m=0.01-0.1,"E1d, R3d",Reliable,E2,Thermodynamic quantities are derived from the results,,"butanedioic acid, hydroxy-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Malic acid,serjeant,,A,,,30.0,O=C(O)CC(O)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2320,O=C(O)C(O)C(O)C(=O)O,"InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)",pKa1,2.89,20,C=0.0036-0.008,E3bg,Approximate,F41,, Other values in B108 and T40,"butanedioic acid, 2,3-dihydroxy-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'chemaxon_name1', 'chemaxon_nickname1']",7,Tartaric acid,serjeant,,A,,,20.0,O=C(O)C(O)C(O)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2320,O=C(O)C(O)C(O)C(=O)O,"InChI=1S/C4H6O6/c5-1(3(7)8)2(6)4(9)10/h1-2,5-6H,(H,7,8)(H,9,10)",pKa1,2.6,25,"C=0.004, I=1.0(KNO3), concentration constants",E3bg,Approximate,R3,, Other values in B108 and T40,"butanedioic acid, 2,3-dihydroxy-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'chemaxon_name1', 'chemaxon_nickname1']",7,Tartaric acid,serjeant,,A,,,25.0,O=C(O)C(O)C(O)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2323,CCCC(=O)O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",pKa1,4.83,25,C=0.01,E3bg,Approximate,Y5,,,Butanoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Butyric acid,serjeant,,A,,,25.0,CCCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2323,CCCC(=O)O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",pKa1,4.82,25,"m=0.01, Equation given for temperature variation","C2, R1b",Approximate,E13,,,Butanoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Butyric acid,serjeant,,A,,,25.0,CCCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2323,CCCC(=O)O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",pKa1,4.8,23,C=0.01,E3bg,Approximate,D45,Values in mixed solvents are also given,,Butanoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Butyric acid,serjeant,,A,,,23.0,CCCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2323,CCCC(=O)O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",pKa1,4.82,25,C=0.01,,,S88,,,Butanoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Butyric acid,serjeant,,A,,,25.0,CCCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2323,CCCC(=O)O,"InChI=1S/C4H8O2/c1-2-3-4(5)6/h2-3H2,1H3,(H,5,6)",pKa1,4.8,25,C=0.01,E3bg,Uncertain,C57,,,Butanoic acid,"['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Butyric acid,serjeant,,A,,,25.0,CCCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2324,CC(C)C(=O)O,"InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)",pKa1,4.64,25,"I=0.5(NaClO4), concentration constant",E3bg,Approximate,S105,,,"propanoic acid, 2-methyl-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Isobutyric acid,serjeant,,A,,,25.0,CC(C)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2324,CC(C)C(=O)O,"InChI=1S/C4H8O2/c1-3(2)4(5)6/h3H,1-2H3,(H,5,6)",pKa1,4.598,25,"I=0.1, concentration constant",E3bg,Approximate,C60,Values in mixed solvents are also given,,"propanoic acid, 2-methyl-","['OPSIN_name1', 'OPSIN_nickname1', 'cirpy_name1', 'cirpy_nickname1', 'pubchem_name1', 'pubchem_nickname1', 'chemaxon_name1', 'chemaxon_nickname1']",8,Isobutyric acid,serjeant,,A,,,25.0,CC(C)C(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2325,CCOCC(=O)O,"InChI=1S/C4H8O3/c1-2-7-3-4(5)6/h2-3H2,1H3,(H,5,6)",pKa1,3.46,20,"I=1.0(NaClO4), concentration constant",E3bg,Approximate,S8,,,"acetic acid, ethoxy-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,20.0,CCOCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
serjeant2325,CCOCC(=O)O,"InChI=1S/C4H8O3/c1-2-7-3-4(5)6/h2-3H2,1H3,(H,5,6)",pKa1,3.84,25,"C=0.01, mixed constant",E3bg,Approximate,M82,,,"acetic acid, ethoxy-","['OPSIN_name1', 'cirpy_name1', 'pubchem_name1', 'chemaxon_name1']",4,,serjeant,,A,,,25.0,CCOCC(=O)O,sour,IUPAC Dissocation Constants,pKa between 2 and 7
