,Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Original Labels,Source,is_multiclass
3224,COc1ccc(N)cc1[N+](=O)[O-],COc1ccc(N)cc1[N+](=O)[O-],sweet,sweet-like,flavor_db,0
3225,CCSSC,CCSSC,undefined,"truffle, sulfurous",flavor_db,0
3226,[N-]=[N+]=Nc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,[N-]=[N+]=Nc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,sweet,sweet-like,flavor_db,0
3227,[N-]=[N+]=Nc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,[N-]=[N+]=Nc1nc(N)c2ncn(C3OC(COP(=O)(O)OP(=O)(O)O)C(O)C3O)c2n1,sweet,sweet-like,flavor_db,0
3228,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(O)(=S)OP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(O)(=S)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,0
3229,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CC(OC2OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C2OC2OC(CO)C(O)C(O)C2O)C1C3,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CC(OC2OC(CO)C(O)C(OC4OC(CO)C(O)C(O)C4O)C2OC2OC(CO)C(O)C(O)C2O)C1C3,sweet,sweet,flavor_db,0
3230,O=CC(O)C(I)C(O)C(O)CO,O=CC(O)C(I)C(O)C(O)CO,sweet,sweet,flavor_db,0
3231,[N-]=[N+]=Nc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)O)C(O)C1O,[N-]=[N+]=Nc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,0
3232,[N-]=[N+]=NC1C(COP(=O)(O)O)OC(n2cnc3c(N)ncnc32)C1O,[N-]=[N+]=NC1C(COP(=O)(O)O)OC(n2cnc3c(N)ncnc32)C1O,sweet,sweet-like,flavor_db,0
3233,[N-]=[N+]=NC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC(n2cnc3c(N)ncnc32)C1O,[N-]=[N+]=NC1C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)OC(n2cnc3c(N)ncnc32)C1O,sweet,sweet-like,flavor_db,0
3234,Nc1ncnc2c1nc(Br)n2C1CC(O)C(COP(=O)(O)O)O1,Nc1ncnc2c1nc(Br)n2C1CC(O)C(COP(=O)(O)O)O1,sweet,sweet-like,flavor_db,0
3235,COC1OC(COC2OC(CO)C(O)C(F)C2O)C(O)C(O)C1O,COC1OC(COC2OC(CO)C(O)C(F)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
3236,COC(CCCOC1C(CO)OC(OC)C(O)C1O)OC1OC(OC)C(O)C(O)C1O,COC(CCCOC1C(CO)OC(OC)C(O)C1O)OC1OC(OC)C(O)C(O)C1O,sweet,sweet,flavor_db,0
3237,C=CCCCCCCCCCC(=O)O,C=CCCCCCCCCCC(=O)O,undefined,"fatty, citrus",flavor_db,0
3238,COC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O,COC1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O,sweet,sweet,flavor_db,0
3239,OCC(O)C1OC(O)C(O)C(O)C1O,OCC(O)C1OC(O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
3240,COC1OC(C)C(O)C(OS(=O)(=O)O)C1OC1OC(C)C(O)C(O)C1O,COC1OC(C)C(O)C(OS(=O)(=O)O)C1OC1OC(C)C(O)C(O)C1O,sweet,sweet,flavor_db,0
3241,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1F,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1F,sweet,sweet-like,flavor_db,0
3242,Nc1ncnc2c1ncn2C1OC(COP2(=O)NCCCO2)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP2(=O)NCCCO2)C(O)C1O,sweet,sweet-like,flavor_db,0
3243,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1F,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1F,sweet,sweet-like,flavor_db,0
3244,Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,Nc1nc(F)nc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,0
3245,CC1=CC2OCC(C)C2CC1,CC1=CC2OCC(C)C2CC1,undefined,dill,flavor_db,0
3246,COC1OC(CO)C(OC2OC(CCO)C(O)C(O)C2O)C(O)C1O,COC1OC(CO)C(OC2OC(CCO)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,0
3247,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)C(Br)P(=O)(O)OP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)C(Br)P(=O)(O)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,0
3248,OCC1OC(CO)(OCC2OC(O)C(O)C(O)C2O)C(O)C1O,OCC1OC(CO)(OCC2OC(O)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,0
3249,CC(O)C(C)OC1OC(CO)C(O)C(O)C1O,CC(O)C(C)OC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,0
3250,O=CC(O)C(O)C(O)C(O)COS(=O)(=O)O,O=CC(O)C(O)C(O)C(O)COS(=O)(=O)O,sweet,sweet,flavor_db,0
3251,OCC1OC(OCC2OC(OCC3CO3)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OCC2OC(OCC3CO3)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
3252,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)CC1O,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)CC1O,sweet,sweet,flavor_db,0
3253,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(F)C1O,OCC1OC(OC2(CO)OC(CO)C(O)C2O)C(O)C(F)C1O,sweet,sweet,flavor_db,0
3254,O=CC(O)C(O)C(O)C(O)CO[As](=O)(O)O,O=CC(O)C(O)C(O)C(O)CO[As](=O)(O)O,sweet,sweet,flavor_db,0
3255,CCCOC1OC(C)C(O)C(OC)C1OC1OC(C)C(OC2OC(COC)C(O)C(OC)C2O)C(OC)C1OC,CCCOC1OC(C)C(O)C(OC)C1OC1OC(C)C(OC2OC(COC)C(O)C(OC)C2O)C(OC)C1OC,sweet,sweet,flavor_db,0
3256,CC(C)CC(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)CC(NC(=O)CN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
3257,OCC1OC(OC2C(CO)OC(OCCC3CO3)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2C(CO)OC(OCCC3CO3)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
3258,COc1ccc(C2CC(=O)c3c(cc(O)cc3OC3OC(CO)C(O)C(O)C3O)O2)cc1O,COc1ccc(C2CC(=O)c3c(cc(O)cc3OC3OC(CO)C(O)C(O)C3O)O2)cc1O,sweet,sweet-like,flavor_db,0
3259,COC1OCC(OC2OCC(O)C(O)C2O)C(O)C1O,COC1OCC(OC2OCC(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,0
3260,OCC1OC(OC2C(O)C(O)OC(CO)C2O)C(O)C(O)C1O,OCC1OC(OC2C(O)C(O)OC(CO)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
3261,COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,COC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
3262,COC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,COC1OC(CO)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,sweet,sweet,flavor_db,0
3263,CCCCCCCCCCCCCCCCCCOCC(COC1OC(CO)C(O)C(O)C1O)OC,CCCCCCCCCCCCCCCCCCOCC(COC1OC(CO)C(O)C(O)C1O)OC,sweet,sweet,flavor_db,0
3264,COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1OC1OC(C)C(O)C(O)C1O,COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1OC1OC(C)C(O)C(O)C1O,sweet,sweet,flavor_db,0
3265,OCC(O)C1OC(OC(CO)C2OC(O)C(O)C2O)C(O)C1O,OCC(O)C1OC(OC(CO)C2OC(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,0
3266,Nc1ncnc2c1ncn2C1OC(COP2(=O)OCCCO2)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP2(=O)OCCCO2)C(O)C1O,sweet,sweet-like,flavor_db,0
3267,Nc1nc(N)c2ncn(C3CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2n1,Nc1nc(N)c2ncn(C3CC(O)C(COP(=O)(O)OP(=O)(O)OP(=O)(O)O)O3)c2n1,sweet,sweet-like,flavor_db,0
3268,CCCCCOC1(CO)OCC(O)C(O)C1O,CCCCCOC1(CO)OCC(O)C(O)C1O,sweet,sweet,flavor_db,0
3269,NP(=O)(O)ONc1ncnc2c1ncn2C1OC(CO)C(O)C1O,NP(=O)(O)ONc1ncnc2c1ncn2C1OC(CO)C(O)C1O,sweet,sweet-like,flavor_db,0
3270,OCCC(O)C(O)C(O)CO,OCCC(O)C(O)C(O)CO,sweet,sweet-like,flavor_db,0
3271,NCC(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)O,NCC(=O)NC(CO)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
3272,SCS,SCS,undefined,pungent,flavor_db,0
3273,OCC1OC(O)C(O)C(O)C1OC1OC(O)C(O)C(O)C1CO,OCC1OC(O)C(O)C(O)C1OC1OC(O)C(O)C(O)C1CO,sweet,sweet,flavor_db,0
3274,CC(S)c1ccccc1,CC(S)c1ccccc1,undefined,"floral, sulfurous, tropical, meaty",flavor_db,0
3275,CC(=O)CC(=O)OCc1ccccc1,CC(=O)CC(=O)OCc1ccccc1,sweet,"benzyl acetate, floral, sweet, fruity, benzyl propionate",flavor_db,0
3276,CC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
3277,CC(C)=CCS,CC(C)=CCS,undefined,"sulfurous, leek, onion, amine, smoke",flavor_db,0
3278,CCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,CCCOC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,0
3279,COP(O)(=S)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,COP(O)(=S)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,sweet-like,flavor_db,0
3280,O=C(CO)C(=O)C(O)C(O)CO,O=C(CO)C(=O)C(O)C(O)CO,sweet,sweet,flavor_db,0
3281,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4O)cc3O2)cc1O,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4O)cc3O2)cc1O,sweet,sweet-like,flavor_db,0
3282,COCC(O)C(O)C(O)C(O)C=O,COCC(O)C(O)C(O)C(O)C=O,sweet,sweet,flavor_db,0
3283,O=CC(O)CC(O)C(O)CO,O=CC(O)CC(O)C(O)CO,sweet,sweet,flavor_db,0
3284,COc1ccc(OC(C)C(=O)O)cc1,COc1ccc(OC(C)C(=O)O)cc1,undefined,bland,flavor_db,0
3285,COc1cc(CC=O)ccc1O,COc1cc(CC=O)ccc1O,undefined,"floral, vanilla",flavor_db,0
3286,NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)O,NCCCCC(N)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
3287,COC1OC(CO)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,COC1OC(CO)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,sweet,sweet,flavor_db,0
3288,COC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1,COC(=O)C(Cc1ccccc1)NC(=O)C(N)Cc1ccccc1,sweet,sweet,flavor_db,0
3289,O=CC(O)C(OS(=O)(=O)O)C(O)C(O)CO,O=CC(O)C(OS(=O)(=O)O)C(O)C(O)CO,sweet,sweet,flavor_db,0
3290,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(O)C3,C=C1CC23CCC4C(C)(C(=O)OC5OC(CO)C(O)C(O)C5O)CCCC4(C)C2CCC1(O)C3,sweet,sweet,flavor_db,0
3291,C=CC1(C)CCC(C(C)C=O)O1,C=CC1(C)CCC(C(C)C=O)O1,undefined,"floral, lilac",flavor_db,0
3292,CC(O)COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,CC(O)COC1OC(CO)C(OC2OC(CO)C(O)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,0
3293,CCCCC1OCC(C)O1,CCCCC1OCC(C)O1,undefined,"fatty, nutty",flavor_db,0
3294,CC1OC(Oc2cc(O)cc3c2C(=O)C(OC2OC(C)C(O)C(O)C2O)C(c2ccc(O)c(O)c2)O3)C(O)C(O)C1O,CC1OC(Oc2cc(O)cc3c2C(=O)C(OC2OC(C)C(O)C(O)C2O)C(c2ccc(O)c(O)c2)O3)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
3295,COc1cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c(O)c1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,COc1cc2oc(-c3ccc(O)c(O)c3)cc(=O)c2c(O)c1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
3296,CC1OC(OC2C(=O)c3c(O)cc(O)cc3OC2c2cc(O)c(O)c(O)c2)C(O)C(O)C1O,CC1OC(OC2C(=O)c3c(O)cc(O)cc3OC2c2cc(O)c(O)c(O)c2)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
3297,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(OC3OCC(OC4OCC(O)C(O)C4O)C(O)C3O)cc(O)c21,O=C1CC(c2ccc(O)c(O)c2)Oc2cc(OC3OCC(OC4OCC(O)C(O)C4O)C(O)C3O)cc(O)c21,sweet,sweet-like,flavor_db,0
3298,CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,0
3299,CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,CC1(C)CC(O)C2(C)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,0
3300,C=C(C)C1CCC(C)=C1CC(C)(C)COC(=O)CC,C=C(C)C1CCC(C)=C1CC(C)(C)COC(=O)CC,undefined,musky,flavor_db,0
3301,COc1c(C)c(OC2OC(CO)C(O)C(O)C2O)cc2c1C(=O)CC(c1ccc(O)c(O)c1)O2,COc1c(C)c(OC2OC(CO)C(O)C(O)C2O)cc2c1C(=O)CC(c1ccc(O)c(O)c1)O2,sweet,sweet-like,flavor_db,0
3302,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,CC1(C)CCC2(C(=O)O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,0
3303,COc1cc2oc(-c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)cc(=O)c2c(O)c1OC,COc1cc2oc(-c3ccc(OC4OC(CO)C(O)C(O)C4O)cc3)cc(=O)c2c(O)c1OC,sweet,sweet-like,flavor_db,0
3304,CC(=O)OC1CC(C)(C(=O)O)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6COC(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CCC12C,CC(=O)OC1CC(C)(C(=O)O)CC2C3=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6COC(O)C(O)C6OC6OC(C)C(O)C(O)C6O)C(C)(CO)C5CCC4(C)C3(C)CCC12C,sweet,sweet-like,flavor_db,0
3305,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(=O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OCC(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(=O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OCC(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
3306,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(O)C(O)C6OC6OC(CO)C(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,0
3307,CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)C(O)(CC=C(C)C)C1=O,CC(C)=CCC1C(=O)C(C(=O)CC(C)C)=C(O)C(O)(CC=C(C)C)C1=O,bitter,bitter,flavor_db,0
3308,OCC1OC(OC2(COC3(CO)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2(COC3(CO)OC(CO)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
3309,CC1OC(O)C(O)CC1O,CC1OC(O)C(O)CC1O,sweet,sweet,flavor_db,0
3310,CC1=CC2C(C(C)C)CCC(C)(O)C2CC1,CC1=CC2C(C(C)C)CCC(C)(O)C2CC1,undefined,"earthy, odorless, balsam",flavor_db,0
3311,Nc1ncnc2c1nc(Br)n2C1OC(CO)C(O)C1OP(=O)(O)O,Nc1ncnc2c1nc(Br)n2C1OC(CO)C(O)C1OP(=O)(O)O,sweet,sweet-like,flavor_db,0
3312,CC1OC(OC2C(O)C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C2O)C(O)C(O)C1O,CC1OC(OC2C(O)C(CO)OC(OC3C(CO)OC(O)C(O)C3O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
3313,COC1C(O)C(COP(=O)(O)O)OC1n1cnc2c(N)ncnc21,COC1C(O)C(COP(=O)(O)O)OC1n1cnc2c(N)ncnc21,sweet,sweet-like,flavor_db,0
3314,COC1C(C)OC(O)C(OC)C1(C)OC,COC1C(C)OC(O)C(OC)C1(C)OC,sweet,sweet,flavor_db,0
3315,CCc1sc(C)nc1C,CCc1sc(C)nc1C,undefined,"roasted, earthy, earth, nutty, meaty",flavor_db,0
3316,C=CCCCCCCCC=O,C=CCCCCCCCC=O,undefined,"dewy, rose, waxy, floral, aldehydic",flavor_db,0
3317,COC(=O)c1ccccc1NC=O,COC(=O)c1ccccc1NC=O,undefined,"fruity, grape",flavor_db,0
3318,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1O)C3,C=C1CC23CCC4C(C)(C(=O)O)CCCC4(C)C2CCC1(OC1OC(CO)C(O)C(O)C1O)C3,sweet,sweet,flavor_db,0
3319,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OC(C(=O)O)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,CC1(C(=O)O)CCC2(C)CCC3(C)C(=CC(=O)C4C5(C)CCC(OC6OC(C(=O)O)C(O)C(OC7OC(C(=O)O)C(O)C(O)C7O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,0
3320,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(=O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(=O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
3321,CC1=C(O)C(=O)CC(OC2CC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7OC7OC(C)C(O)C(O)C7O)C(C)(CO)C6CCC5(C)C4(C)CCC23C)O1,CC1=C(O)C(=O)CC(OC2CC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7OC7OC(C)C(O)C(O)C7O)C(C)(CO)C6CCC5(C)C4(C)CCC23C)O1,sweet,sweet-like,flavor_db,0
3322,O=C1CC(c2ccc(O)c(OC3OC(CO)C(O)C(O)C3O)c2)Oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc21,O=C1CC(c2ccc(O)c(OC3OC(CO)C(O)C(O)C3O)c2)Oc2cc(OC3OC(CO)C(O)C(O)C3O)ccc21,sweet,sweet-like,flavor_db,0
3323,O=C(C=Cc1ccc(O)c(O)c1)c1ccc(OC2OC(CO)C(O)C(O)C2O)c(O)c1O,O=C(C=Cc1ccc(O)c(O)c1)c1ccc(OC2OC(CO)C(O)C(O)C2O)c(O)c1O,sweet,sweet-like,flavor_db,0
3324,O=CC(O)C(=O)C(O)C(O)CO,O=CC(O)C(=O)C(O)C(O)CO,sweet,sweet,flavor_db,0
3325,CSCCCCCCN=C=S,CSCCCCCCN=C=S,undefined,radish,flavor_db,0
3326,CC12CCCC(C)(CC1)C2=NO,CC12CCCC(C)(CC1)C2=NO,undefined,"oil, buchu, fresh, fruity, clean, leaf, natural",flavor_db,0
3327,CC(O)C(O)C(O)CO,CC(O)C(O)C(O)CO,sweet,sweet,flavor_db,0
3328,Nc1ncnc2c1nc(Br)n2C1OC(COP(=O)(O)O)C(O)C1O,Nc1ncnc2c1nc(Br)n2C1OC(COP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,0
3329,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1,COc1ccc(-c2cc(=O)c3c(O)c(OC)c(OC4OC(COC5OC(C)C(O)C(O)C5O)C(O)C(O)C4O)cc3o2)cc1,sweet,sweet-like,flavor_db,0
3330,CC(=O)C1=NCCS1,CC(=O)C1=NCCS1,undefined,"roast, taco, potato, toasted, bread, nutty, popcorn, corn, chip",flavor_db,0
3331,Nc1ncnc2c1nc(N)n2C1OC2COP(=O)(O)OC2C1O,Nc1ncnc2c1nc(N)n2C1OC2COP(=O)(O)OC2C1O,sweet,sweet-like,flavor_db,0
3332,C=C(C)CCCC(C)CO,C=C(C)CCCC(C)CO,undefined,melon,flavor_db,0
3333,C=CC(O)CCCCCCC,C=CC(O)CCCCCCC,undefined,"citrus, wine_like, vegetable, green, waxy, fatty, floral, earthy, woody, fungal, fruity, herbaceous, nutty, mushroom, meaty, spicy, cheese",flavor_db,0
3334,Nc1ncnc2c1ncn2C1OC(COP(O)(=S)OP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(O)(=S)OP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,0
3335,CCCCOP(=O)(O)OC1C(CO)OC(n2cnc3c(N)ncnc32)C1O,CCCCOP(=O)(O)OC1C(CO)OC(n2cnc3c(N)ncnc32)C1O,sweet,sweet-like,flavor_db,0
3336,CCCCCCOC1OC(CO)C(O)C(O)C1O,CCCCCCOC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,0
3337,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OCC(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(O)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OCC(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
3338,OCC(O)C(O)C(O)C(O)O,OCC(O)C(O)C(O)C(O)O,sweet,sweet,flavor_db,0
3339,CCCCCC(=O)OCC=C(C)C,CCCCCC(=O)OCC=C(C)C,undefined,"cheesy, fruity, green",flavor_db,0
3340,CC(C)=CCOC(=O)C(C)C,CC(C)=CCOC(=O)C(C)C,undefined,"butter, berry, fruity",flavor_db,0
3341,CCCCC1OC(=O)C2=C1CCC=C2,CCCCC1OC(=O)C2=C1CCC=C2,undefined,herbal,flavor_db,0
3342,O=C1CC(c2cc(O)c(O)c(OC3OC(CO)C(O)C(O)C3O)c2)Oc2cc(O)cc(O)c21,O=C1CC(c2cc(O)c(O)c(OC3OC(CO)C(O)C(O)C3O)c2)Oc2cc(O)cc(O)c21,sweet,sweet-like,flavor_db,0
3343,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)CP(=O)(OCl)OCl)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)CP(=O)(OCl)OCl)C(O)C1O,sweet,sweet-like,flavor_db,0
3344,COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)CC1O,COP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)CC1O,sweet,sweet-like,flavor_db,0
3345,COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)CC1O,COP(=O)(O)OP(=O)(O)OP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)CC1O,sweet,sweet-like,flavor_db,0
