,Canonicalized SMILES,Canonicalized Taste,Original Labels,Source
1831,C=CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,bitter,"Bitter, Bitterness",chemtastes_db
1832,Cl.Nc1ccc(N=Nc2ccccc2)c(N)n1,bitter,"Slightly bitter, Bitterness",chemtastes_db
1833,OCCc1ccccc1,bitter,"Slightly bitter, Bitterness",chemtastes_db
1834,S=C=NCCc1ccccc1,bitter,"Bitter, Bitterness",chemtastes_db
1835,CCC1(c2ccccc2)C(=O)NC(=O)NC1=O,bitter,"Slightly bitter, Bitterness",chemtastes_db
1836,NC(=O)OCCCc1ccccc1,bitter,"Slightly bitter, Bitterness",chemtastes_db
1837,Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1,bitter,"Bitter, Bitterness",chemtastes_db
1838,OCC1OC(Oc2ccccc2)C(O)C(O)C1O,bitter,"Bitter, Bitterness",chemtastes_db
1839,OCC1OC(Oc2ccccc2)C(O)C(O)C1O,bitter,"Bitter, Bitterness",chemtastes_db
1840,OCC1OC(Oc2ccccc2)C(O)C(O)C1O,bitter,"Bitter, Bitterness",chemtastes_db
1841,O=CCc1ccccc1,bitter,"Bitter, Bitterness",chemtastes_db
1842,COC(Cc1ccccc1)OC,bitter,"Bitter, Bitterness",chemtastes_db
1843,NC(N)=NC(N)=Nc1ccccc1,bitter,"Somewhat bitter, Bitterness",chemtastes_db
1844,CCCCC1C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,bitter,"Bitter, Bitterness",chemtastes_db
1845,CNCC(O)c1cccc(O)c1.Cl,bitter,"Bitter, Bitterness",chemtastes_db
1846,O=C=NCCc1ccccc1,bitter,"Bitter, Bitterness",chemtastes_db
1847,CC1(c2ccccc2)C(=O)NC(=O)NC1=O,bitter,"Slightly bitter, Bitterness",chemtastes_db
1848,CC(N)C(O)c1ccccc1.Cl,bitter,"Bitter, Bitterness",chemtastes_db
1849,NC(=S)Nc1ccccc1,bitter,"Bitter, Bitterness",chemtastes_db
1850,O=C1[N-]C(=O)C(c2ccccc2)(c2ccccc2)N1.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1851,NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)NC(Cc1ccccc1)C(=O)O,bitter,"Bitter, Bitterness",chemtastes_db
1852,NC(Cc1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,bitter,"Bitter, Bitterness",chemtastes_db
1853,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,bitter,"Bitter, Bitterness",chemtastes_db
1854,CC(C)CC(=O)c1c(O)c(C2OC(CO)C(O)C(O)C2O)c(O)c(C2OC(CO)C(O)C(O)C2O)c1O,bitter,"Bitter, Bitterness",chemtastes_db
1855,CN1CCC23c4c5ccc(OCCN6CCOCC6)c4OC2C(O)C=CC3C1C5,bitter,"Bitter, Bitterness",chemtastes_db
1856,O=C(O)c1ccccc1C(=O)Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,bitter,"Slightly bitter, Bitterness",chemtastes_db
1857,Cc1ccccn1,bitter,"Bitter, Bitterness",chemtastes_db
1858,Cl.c1ccc(N(CCN2CCCCC2)Cc2ccccn2)cc1,bitter,"Slightly bitter, Bitterness",chemtastes_db
1859,O=[N+]([O-])c1cc([N+](=O)[O-])c(O)c([N+](=O)[O-])c1,bitter,"Intensely bitter; Bitter/Sour, Bitterness",chemtastes_db
1860,CC1=C(C=O)C(C)(C)CC(OC2OC(CO)C(O)C(O)C2O)C1,bitter,"Bitter, Bitterness",chemtastes_db
1861,CCC1OC(=O)C(C)C(=O)C(C)C(OC2OC(C)CC(N(C)C)C2O)C(C)CC(C)C(=O)C=CC1(C)O,bitter,"Very bitter, Bitterness",chemtastes_db
1862,CC(C)(O)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,bitter,"Highly bitter, Bitterness",chemtastes_db
1863,C=C(C)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C.CC(C)(O)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,bitter,"Intensely bitter, Bitterness",chemtastes_db
1864,C=C(C)C1C2OC(=O)C1C1(O)CC3OC34C(=O)OC2C14C,bitter,"Very bitter, Bitterness",chemtastes_db
1865,CC(C)=CCCC(C)=CCCC(C)=CCN1CCN(Cc2ccc3c(c2)OCO3)CC1,bitter,"Bitter, Bitterness",chemtastes_db
1866,CCCCCC(O)C(O)C=CC(O)CCCCCCCC(=O)O,bitter,"Bitter, Bitterness",chemtastes_db
1867,O=C1CC(c2ccccc2)Oc2cc(O)cc(O)c21,bitter,"Bitter, Bitterness",chemtastes_db
1868,CCn1cc(C(=O)O)c(=O)c2cnc(N3CCNCC3)nc21,bitter,"Bitter, Bitterness",chemtastes_db
1869,C1CNCCN1,bitter,"Bitter, Bitterness",chemtastes_db
1870,C1CCNCC1,bitter,"Bitter, Bitterness",chemtastes_db
1871,CCC1(CC)C(=O)CCNC1=O,bitter,"Bitter, Bitterness",chemtastes_db
1872,CC(=O)OCc1ccc2c(c1)OCO2,bitter,"Bitter, Bitterness",chemtastes_db
1873,O=C(O)c1ccc2c(c1)OCO2,bitter,"Bitter, Bitterness",chemtastes_db
1874,Cl.OC(c1ccccc1)(c1ccccc1)C1CCCCN1,bitter,"Slightly bitter, Bitterness",chemtastes_db
1875,CN1CCN(CC(=O)N2c3ccccc3C(=O)Nc3cccnc32)CC1,bitter,"Bitter, Bitterness",chemtastes_db
1876,CCOc1ccc(NC(=O)C(C)O)cc1,bitter,"Slightly bitter, Bitterness",chemtastes_db
1877,CC(C)=CCCC(C)=CCCC(=CCCC(C)=CCO)CO,bitter,"Bitter, Bitterness",chemtastes_db
1878,CC1=CCC(C(C)C)=CC1,bitter,"Slightly bitter, Bitterness",chemtastes_db
1879,COc1ccc(C=O)cc1,bitter,"Bitter, Bitterness",chemtastes_db
1880,O=Cc1ccc2n1CC1(CC(O)C(O)CO1)OC2,bitter,"Bitter, Bitterness",chemtastes_db
1881,CCCCCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,bitter,"Somewhat bitter, Bitterness",chemtastes_db
1882,CCCCCCCCCCCCCCCCCC(=O)OCCOCC(OCCOC)C1OCC(OCCOC)C1OCCOC,bitter,"Somewhat Bitter, Bitterness",chemtastes_db
1883,CCCCCCCCC=CCCCCCCCC(=O)OCCOCC(OCCO)C1OCC(OCCO)C1OCCO,bitter,"Somewhat bitter, Bitterness",chemtastes_db
1884,COc1ccc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3O2)cc1,bitter,"Bitter, Bitterness",chemtastes_db
1885,O=S(=O)([O-])c1ccccc1OCO.[K+],bitter,"Faint bitter, Bitterness",chemtastes_db
1886,O=S(=O)([O-])[O-].[K+].[K+],bitter,"Bitter, Bitterness",chemtastes_db
1887,CC12C=CC(=O)C=C1CCC1C2C(O)CC2(C)C1CCC2(O)C(=O)CO,bitter,"Bitter, Bitterness",chemtastes_db
1888,CC12C=CC(=O)C=C1CCC1C2C(=O)CC2(C)C1CCC2(O)C(=O)CO,bitter,"Bitter, Bitterness",chemtastes_db
1889,NC(N)=NCCCC(NC(=O)C1CCCN1)C(=O)O,bitter,"Bitter, Bitterness",chemtastes_db
1890,CCN(CC)CCNC(=O)c1ccc(N)cc1,bitter,"Bitter, Bitterness",chemtastes_db
1891,CCN(CC)CCOC(=O)c1ccc(N)cc1,bitter,"Slightly bitter, Bitterness",chemtastes_db
1892,O=C(OC1Cc2c(O)cc(O)c(C3c4c(O)cc(O)cc4OC(c4ccc(O)c(O)c4)C3O)c2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,bitter,"Bitter, Bitterness",chemtastes_db
1893,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,bitter,"Bitter, Bitterness",chemtastes_db
1894,O=C(OC1Cc2c(O)cc(O)c(C3c4c(O)cc(O)cc4OC(c4ccc(O)c(O)c4)C3O)c2OC1c1ccc(O)c(O)c1)c1cc(O)c(O)c(O)c1,bitter,"Bitter, Bitterness",chemtastes_db
1895,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,bitter,"Bitter, Bitterness",chemtastes_db
1896,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,bitter,"Bitter, Bitterness",chemtastes_db
1897,Oc1cc(O)c2c(c1)OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2c1c(O)cc(O)c2c1OC(c1ccc(O)c(O)c1)C(O)C2,bitter,"Bitter, Bitterness",chemtastes_db
1898,CC(=O)C1CCC2C3CCC4=CC(=O)CCC4(C)C3CCC12C,bitter,"Bitter, Bitterness",chemtastes_db
1899,C=CC(O)CC(=NOS(=O)(=O)O)SC1OC(CO)C(O)C(O)C1O,bitter,"Bitter, Bitterness",chemtastes_db
1900,CC(CN1c2ccccc2Sc2ccccc21)N(C)C,bitter,"Bitter, Bitterness",chemtastes_db
1901,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1.Cl,bitter,"Slightly bitter, Bitterness",chemtastes_db
1902,C=C(Br)CC1(C(C)C)C(=O)NC(=O)NC1=O,bitter,"Slightly bitter, Bitterness",chemtastes_db
1903,N=C(N)c1ccc(OCCCOc2ccc(C(=N)N)cc2)cc1.O=S(=O)(O)CCO.O=S(=O)(O)CCO,bitter,"Very bitter, Bitterness",chemtastes_db
1904,CC(C)NCC(O)COc1cccc2ccccc12,bitter,"Bitter, Bitterness",chemtastes_db
1905,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C.O=S(=O)(O)c1ccc2ccccc2c1,bitter,"Bitter, Bitterness",chemtastes_db
1906,CCC(=O)OC(Cc1ccccc1)(c1ccccc1)C(C)CN(C)C.Cl,bitter,"Bitter, Bitterness",chemtastes_db
1907,CCCOC(=O)C=Cc1ccco1,bitter,"Bitter, Bitterness",chemtastes_db
1908,CCCOC(=O)c1cc(O)c(O)c(O)c1,bitter,"Slightly bitter, Bitterness",chemtastes_db
1909,CCCOC(=O)CC,bitter,"Bitter, Bitterness",chemtastes_db
1910,CCCc1cc(=O)[nH]c(=S)[nH]1,bitter,"Bitter, Bitterness",chemtastes_db
1911,Cc1c(C(C)C)c(=O)n(-c2ccccc2)n1C,bitter,"Slightly bitter, Bitterness",chemtastes_db
1912,CCOC(=O)c1ccc(O)c(O)c1,bitter,"Bitter, Bitterness",chemtastes_db
1913,CC(CCC1(O)OC2CC3C4CC=C5CC(OC6OC(CO)C(OC7OC(C)C(O)C(O)C7O)C(O)C6OC6OC(C)C(O)C(O)C6O)CCC5(C)C4CCC3(C)C2C1C)COC1OC(CO)C(O)C(O)C1O,bitter,"Bitter, Bitterness",chemtastes_db
1914,COc1cc(O)c2c(=O)c(-c3ccc(O)cc3)coc2c1,bitter,"Bitter, Bitterness",chemtastes_db
1915,O=C1CC(c2ccc(O)cc2)Oc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c21,bitter,"Bitter, Bitterness",chemtastes_db
1916,CNC(C)C(O)c1ccccc1.O=S(=O)(O)O,bitter,"Bitter, Bitterness",chemtastes_db
1917,CCC1CN2CCc3cc(OC)c(OC)cc3C2CC1CC1=C2C=C(OC)C(=O)C=C2CCN1,bitter,"Very bitter, Bitterness",chemtastes_db
1918,c1ncc2[nH]cnc2n1,bitter,"Bitter, Bitterness",chemtastes_db
1919,c1cnccn1,bitter,"Bitter, Bitterness",chemtastes_db
1920,c1cn[nH]c1,bitter,"Bitter, Bitterness",chemtastes_db
1921,c1ccnnc1,bitter,"Bitter, Bitterness",chemtastes_db
1922,c1ccncc1,bitter,"Bitter, Bitterness",chemtastes_db
1923,CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],bitter,"Extremely bitter, Bitterness",chemtastes_db
1924,c1cncnc1,bitter,"Bitter, Bitterness",chemtastes_db
1925,Oc1ccccc1O,bitter,"Bitter, Bitterness",chemtastes_db
1926,COC1=CC=C2Nc3cc(Cl)ccc3C(N=C3C=C(CN4CCCC4)C(=O)C(CN4CCCC4)=C3)=C2N1.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O.O=P(O)(O)O,bitter,"Slightly bitter, Bitterness",chemtastes_db
1927,c1cc[nH]c1,bitter,"Bitter, Bitterness",chemtastes_db
1928,C1CCNC1,bitter,"Bitter, Bitterness",chemtastes_db
1929,CC1(O)CC(N2CCCC2)=C(O)C1=O,bitter,"Bitter, Bitterness",chemtastes_db
1930,CC(C)CC(NC(=O)C(N)CCC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)NCC(=O)N1CCCC1C(=O)NC(CC(N)=O)C(=O)NC(C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)NC(Cc1cnc[nH]1)C(=O)NC(CC(N)=O)C(=O)N1CCCC1C(=O)O)C(C)C,bitter,"Bitter, Bitterness",chemtastes_db
1931,COC1=CC(C)C2CC3OC(=O)CC4C(C)=C(OC)C(=O)C(C2(C)C1=O)C34C,bitter,"Bitter, Bitterness",chemtastes_db
1932,CCC12CCCN(CCc3c([nH]c4ccccc34)CC1)C2,bitter,"Bitter, Bitterness",chemtastes_db
1933,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)c(O)c(O)c12,bitter,"Bitter, Bitterness",chemtastes_db
1934,O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,bitter,"Bitter, Bitterness",chemtastes_db
1935,O=c1c(OC2CC(CO)C(O)C(O)C2O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,bitter,"Bitter, Bitterness",chemtastes_db
1936,CCN(CC)CCCC(C)Nc1c2ccc(Cl)cc2nc2ccc(OC)cc12.Cl.Cl,bitter,"Bitter, Bitterness",chemtastes_db
1937,c1ccc2ncncc2c1,bitter,"Slightly bitter, Bitterness",chemtastes_db
1938,O=C(O)C1(O)CC(O)C(O)C(O)C1,bitter,"Bitter, Bitterness",chemtastes_db
1939,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.O=S(=O)(O)O,bitter,"Very bitter, Bitterness",chemtastes_db
1940,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12,bitter,"Bitter, Bitterness",chemtastes_db
1941,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.Cl.Cl,bitter,"Bitter, Bitterness",chemtastes_db
1942,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.Cl,bitter,"Bitter(3); Intensely bitter, Bitterness",chemtastes_db
1943,C=CC1CN2CCC1CC2C(O)c1ccnc2ccc(OC)cc12.O=S(=O)(O)O,bitter,"Bitter, Bitterness",chemtastes_db
1944,O=C1C(=Cc2ccco2)C(CO)[n+]2cc([O-])c(Cc3ccco3)cc21,bitter,"Bitter, Bitterness",chemtastes_db
1945,CC1CCC2(C(=O)O)CCC3(C(=O)O)C(=CCC4C5(C)CCC(O)C(C)(C)C5CCC43C)C2C1C,bitter,"Very bitter, Bitterness",chemtastes_db
1946,C=C1C(=O)C23CC1CCC2C12COC3(O)C(O)C1C(C)(C)C=CC2=O,bitter,"Bitter, Bitterness",chemtastes_db
1947,C=C1C2CCC3C45COC(O)(C(O)C4C(C)(C)C=CC5=O)C3(C2)C1OC(C)=O,bitter,"Bitter, Bitterness",chemtastes_db
1948,CC(=O)OCC1OC(OCC2OC(OC3(COC(C)=O)OC(COC(C)=O)C(OC(C)=O)C3OC(C)=O)C(OC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,bitter,"Bitter, Bitterness",chemtastes_db
1949,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl,bitter,"Bitter, Bitterness",chemtastes_db
1950,Oc1ccc(C=Cc2cc(O)cc(O)c2)cc1,bitter,"Bitter, Bitterness",chemtastes_db
1951,OC1CCCN2CC3CC(CN4CCCCC34)C12,bitter,"Bitter, Bitterness",chemtastes_db
1952,C=C(C)CCCC(C)CCOC(C)=O,bitter,"Bitter, Bitterness",chemtastes_db
1953,CC(CCc1ccc(O)cc1)OC1OC(CO)C(O)C(O)C1O,bitter,"Bitter, Bitterness",chemtastes_db
1954,OCc1ccccc1OC1OC(CO)C(O)C(O)C1O,bitter,"Bitter, Bitterness",chemtastes_db
1955,NC(=O)c1ccccc1O,bitter,"Somewhat bitter, Bitterness",chemtastes_db
1956,O=C(Oc1ccccc1C(=O)O)c1ccccc1O,bitter,"Bitter, Bitterness",chemtastes_db
1957,C=C1C(=O)OC2C1CCC1(C)C(O)CC=C(C)C21,bitter,"Bitter, Bitterness",chemtastes_db
1958,C=CC1C(OC2OC(COC(C)=O)C(OC(=O)c3cccc(OC4OC(CO)C(O)C(O)C4O)c3O)C(OC(C)=O)C2OC(=O)c2ccccc2)OC=C2C(=O)OCCC21,bitter,"Strongly bitter, Bitterness",chemtastes_db
1959,CC1OC(OC2C=C3CCC4C(CCC5(C)C(c6ccc(=O)oc6)CCC45O)C3(C)CC2)C(O)C(OC2OC(CO)C(O)C(O)C2O)C1O,bitter,"Very bitter, Bitterness",chemtastes_db
1960,CC(C)=CC1OC(C)(C)C2CC3C(=O)C(C(=O)C(C)C)=C(O)C3(O)C12O,bitter,"Bitter, Bitterness",chemtastes_db
1961,CC(C)=CC1OC(C)(C)C2CC3C(=O)C(C(=O)CC(C)C)=C(O)C3(O)C12O,bitter,"Bitter, Bitterness",chemtastes_db
1962,O=c1cc(-c2ccc(O)cc2)oc2cc(O)c(O)c(O)c12,bitter,"Bitter, Bitterness",chemtastes_db
1963,C=CCC1(C(C)CCC)C(=O)[N-]C(=O)NC1=O.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1964,CC=C1CC(C)C(C)(O)C(=O)OCC2=CCN3CCC(OC1=O)C23,bitter,"Bitter, Bitterness",chemtastes_db
1965,C=C1C(=O)C23CC1CC(OC(C)=O)C2C12COC3(O)C(O)C1C(C)(C)CCC2OC(C)=O,bitter,"Bitter, Bitterness",chemtastes_db
1966,COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,bitter,"Bitter, Bitterness",chemtastes_db
1967,COc1cc(C=CC(=O)O)cc(OC)c1O,bitter,"Bitter, Bitterness",chemtastes_db
1968,COc1cc(C=CC(=O)OCC[N+](C)(C)C)cc(OC)c1O,bitter,"Bitter, Bitterness",chemtastes_db
1969,COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,bitter,"Bitter, Bitterness",chemtastes_db
1970,C=CCC(=NOS(=O)(=O)[O-])SC1OC(CO)C(O)C(O)C1O,bitter,"Bitter, Bitterness",chemtastes_db
1971,C=CCC(=NOS(=O)(=O)[O-])SC1OC(CO)C(O)C(O)C1O.[K+],bitter,"Bitter, Bitterness",chemtastes_db
1972,CC(=O)OC1CC=C(C)C(OC(C)=O)CC2C(C=C1C)OC(=O)C2C,bitter,"Bitter, Bitterness",chemtastes_db
1973,COc1ccc2c(OC)c3ccoc3nc2c1OC,bitter,"Bitter, Bitterness",chemtastes_db
1974,O=C([O-])c1ccccc1.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1975,[Br-].[Na+],bitter,"Feebly bitter, Bitterness",chemtastes_db
1976,O=S(=O)([O-])Nc1ccc2c(c1)OCCO2.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1977,O=S(=O)([O-])Nc1ccc(Br)cc1Br.[Na+],bitter,"Bitter; Non-sweet, Bitterness",chemtastes_db
1978,CCc1cccc(CC)c1NS(=O)(=O)[O-].[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1979,O=S(=O)([O-])Nc1ccccc1Cc1ccccc1.[Na+],bitter,"Non-sweet; Bitter, Bitterness",chemtastes_db
1980,CC(C)c1ccc(NS(=O)(=O)[O-])c(Br)c1.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1981,CCCCOC(=O)c1ccccc1NS(=O)(=O)[O-].[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1982,O=S(=O)([O-])Nc1ccc(F)cc1Cl.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1983,O=[N+]([O-])c1ccc(NS(=O)(=O)[O-])c(Cl)c1.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1984,Cc1cc([N+](=O)[O-])ccc1NS(=O)(=O)[O-].[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1985,CCOC(=O)c1cccc(NS(=O)(=O)[O-])c1.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1986,CCc1ccc(C)nc1NS(=O)(=O)[O-].[Na+],bitter,"Bitter; Non-sweet, Bitterness",chemtastes_db
1987,Cc1ccc(NS(=O)(=O)[O-])cc1F.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1988,Cc1ccc(NS(=O)(=O)[O-])cc1I.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1989,O=S(=O)([O-])Nc1cccc(Oc2ccccc2)c1.[Na+],bitter,"Non-sweet/Sweet; Bitter, Bitterness",chemtastes_db
1990,O=S(=O)([O-])Nc1cccc(OCc2ccccc2)c1.[Na+],bitter,"Non-sweet; Bitter, Bitterness",chemtastes_db
1991,CC(C)(C)c1cccc(NS(=O)(=O)[O-])c1.[Na+],bitter,"Non-sweet; Bitter, Bitterness",chemtastes_db
1992,O=S(=O)([O-])Nc1ccc(Br)cc1Cl.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1993,O=S(=O)([O-])Nc1ccc(Br)cc1F.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1994,O=S(=O)([O-])Nc1nc2c(Cl)cccc2s1.[Na+],bitter,"Bitter; Non-sweet, Bitterness",chemtastes_db
1995,O=[N+]([O-])c1cc(Cl)ccc1NS(=O)(=O)[O-].[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1996,Cc1cc(F)ccc1NS(=O)(=O)[O-].[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1997,O=[N+]([O-])c1cc(F)ccc1NS(=O)(=O)[O-].[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1998,Cc1cc(NS(=O)(=O)[O-])ccc1F.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
1999,COc1ccc(NS(=O)(=O)[O-])c(C)c1.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
2000,COC(=O)c1ccc(NS(=O)(=O)[O-])cc1.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
2001,CC(C)(C)c1csc(NS(=O)(=O)[O-])n1.[Na+],bitter,"Bitter; Non-sweet, Bitterness",chemtastes_db
2002,Cc1nc(NS(=O)(=O)[O-])ccc1Br.[Na+],bitter,"Bitter; Non-sweet, Bitterness",chemtastes_db
2003,O=[N+]([O-])c1ccc(Cl)cc1NS(=O)(=O)[O-].[Na+],bitter,"Bitter, Bitterness",chemtastes_db
2004,O=[N+]([O-])c1ccc2nc(NS(=O)(=O)[O-])sc2c1.[Na+],bitter,"Bitter; Non-sweet, Bitterness",chemtastes_db
2005,CCC(C)c1ccccc1NS(=O)(=O)[O-].[Na+],bitter,"Non-sweet; Bitter, Bitterness",chemtastes_db
2006,CC(C)c1cccc(C(C)C)c1NS(=O)(=O)[O-].[Na+],bitter,"Bitter, Bitterness",chemtastes_db
2007,CN(C)c1cccc(NS(=O)(=O)[O-])c1.[Na+],bitter,"Non-sweet; Bitter, Bitterness",chemtastes_db
2008,COC(=O)c1cc(NS(=O)(=O)[O-])cc(C(=O)OC)c1.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
2009,CC(O)c1ccc(NS(=O)(=O)[O-])cc1.[Na+],bitter,"Bitter; Non-sweet, Bitterness",chemtastes_db
2010,O=[N+]([O-])c1ccc(S(=O)(=O)c2ccc(NS(=O)(=O)[O-])cc2)cc1.[Na+],bitter,"Non-sweet; Bitter, Bitterness",chemtastes_db
2011,CSc1ccc(NS(=O)(=O)[O-])cc1.[Na+],bitter,"Non-sweet; Bitter, Bitterness",chemtastes_db
2012,O=S(=O)([O-])Nc1ccc(S(=O)(=O)N2CCCCC2)cc1.[Na+],bitter,"Non-sweet; Bitter, Bitterness",chemtastes_db
2013,CC(C)(C)OC(=O)c1ccc(NS(=O)(=O)[O-])cc1.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
2014,O=S(=O)([O-])Nc1ccccc1-c1ccccc1.[Na+],bitter,"Non-sweet; Bitter, Bitterness",chemtastes_db
2015,O=[N+]([O-])c1cccc(S(=O)(=O)[O-])c1.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
2016,O=S(=O)([O-])c1ccccc1O.[Na+],bitter,"Slightly bitter, Bitterness",chemtastes_db
2017,O=S(=O)([O-])[O-].[Na+].[Na+],bitter,"Strongly bitter; Salty/Bitter, Bitterness",chemtastes_db
2018,N#C[S-].[Na+],bitter,"Bitter, Bitterness",chemtastes_db
2019,CC1CCC2C(C)C3C(CC4C5CC=C6CC(O)CCC6(C)C5CCC43C)N2C1,bitter,"Bitter, Bitterness",chemtastes_db
2020,C1CCN2CC3CC(CN4CCCCC34)C2C1.O=S(=O)(O)O,bitter,"Bitter, Bitterness",chemtastes_db
2021,C1CCN2CC3CC(CN4CCCCC34)C2C1,bitter,"Bitter, Bitterness",chemtastes_db
2022,C=C1C(=O)OC2CC(C)=CCCC3(C)OC3C(OC(C)=O)C12,bitter,"Bitter, Bitterness",chemtastes_db
2023,CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O,bitter,"Slightly bitter, Bitterness",chemtastes_db
2024,O=C1CC2OCC=C3CN4CCC56c7ccccc7N1C5C2C3CC46,bitter,"Bitter, Bitterness",chemtastes_db
2025,O=C1CC2OCC=C3C[N+]4([O-])CCC56c7ccccc7N1C5C2C3CC64,bitter,"Bitter, Bitterness",chemtastes_db
2026,C[N+](C)(C)CCOC(=O)CCC(=O)OCC[N+](C)(C)C.[Cl-].[Cl-],bitter,"Slightly bitter, Bitterness",chemtastes_db
2027,CC(=O)OCC1OC(OC2(COC(C)=O)OC(COC(C)=O)C(OC(C)=O)C2OC(C)=O)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,bitter,"Intensely bitter; Very bitter; Extremely bitter, Bitterness",chemtastes_db
2028,CC1(C)C(=O)CCC2(C)C3CCC4CC3(CCC12)CC4(O)COC1OC(CO)C(O)C(O)C1O,bitter,"Bitter, Bitterness",chemtastes_db
2029,Cc1ccnc([N-]S(=O)(=O)c2ccc(N)cc2)n1.[Na+],bitter,"Bitter, Bitterness",chemtastes_db
2030,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,bitter,"Bitter, Bitterness",chemtastes_db
2031,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,bitter,"Bitter, Bitterness",chemtastes_db
2032,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,bitter,"Bitter, Bitterness",chemtastes_db
2033,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,bitter,"Bitter, Bitterness",chemtastes_db
