,Canonicalized SMILES,Standardized SMILES,Canonicalized Taste,Original Labels,Source,is_multiclass
493,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)CCCN,COC(=O)C(Cc1ccccc1)NC(=O)C(CC(=O)O)NC(=O)CCCN,sweet,sweet-like,flavor_db,0
494,O=c1c(O)c(-c2cc(O)c(O)c(OC3OCC(O)C(O)C3O)c2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2cc(O)c(O)c(OC3OCC(O)C(O)C3O)c2)oc2cc(O)cc(O)c12,sweet,sweet-like,flavor_db,0
495,C=C(C)C1CCC2(C)CCC=C(C)C2C1,C=C(C)C1CCC2(C)CCC=C(C)C2C1,undefined,amber,flavor_db,0
496,CC1(C(=O)OC2OC(CO)C(O)C(O)C2O)CCCC2(C)C3CCC4(OC5OC(CO)C(O)C(O)C5O)CC3(CCC12)CC4=O,CC1(C(=O)OC2OC(CO)C(O)C(O)C2O)CCCC2(C)C3CCC4(OC5OC(CO)C(O)C(O)C5O)CC3(CCC12)CC4=O,sweet,sweet,phytocompounds_db,0
497,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)O,CC(NC(=O)C(N)Cc1ccccc1)C(=O)NC(CCCCN)C(=O)NC(CC(N)=O)C(=O)O,sweet,sweet,flavor_db,0
498,CC1(C)C(=O)CCC2(C)C3CCC4CC3(CCC12)CC4(O)COC1OC(CO)C(O)C(O)C1O,CC1(C)C(=O)CCC2(C)C3CCC4CC3(CCC12)CC4(O)COC1OC(CO)C(O)C(O)C1O,bitter,"Bitter, Bitterness",chemtastes_db,0
499,COC(=O)C(Cc1ccccc1)NC(=O)CC(N)C(=O)O,COC(=O)C(Cc1ccccc1)NC(=O)CC(N)C(=O)O,sweet,sweet,flavor_db,0
500,C/C=C/C(=O)O,C/C=C/C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
501,CSc1ccccc1O,CSc1ccccc1O,undefined,"sulfurous, garlic, onion, egg, meaty",flavor_db,0
502,NC(=O)CCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,NC(=O)CCC(NC(=O)C(N)CC(=O)O)C(=O)NC(CCC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
503,CCCOC1C(O)C(C)OC(OC)C1O,CCCOC1C(O)C(C)OC(OC)C1O,sweet,sweet-like,flavor_db,0
504,CCCCCC(CC)OC(=O)CCC,CCCCCC(CC)OC(=O)CCC,undefined,"citrus, herbal, musty, fruity, green",flavor_db,0
505,CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,CCC(Br)(CC)C(=O)NC(=O)NC(C)=O,bitter,"Slightly bitter, Bitterness",chemtastes_db,0
506,Cc1cc(C)c(C=CC(=O)O)c(O)c1,Cc1cc(C)c(C=CC(=O)O)c(O)c1,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
507,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(C)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(OC3C(OC4CCC5(C)C(CCC6(C)C5CC=C5C7CC(C)(C)CC(C)C7(C)CCC56C)C4(C)CO)OC(C(=O)O)C(O)C3O)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
508,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)CP(=O)(O)O)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COP(=O)(O)OP(=O)(O)CP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,0
509,CCOC(=O)C(C)(O)CC,CCOC(=O)C(C)(O)CC,undefined,"nutty, caramel",flavor_db,0
510,CCC(C)C(N)C(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)O,CCC(C)C(N)C(=O)NC(CC(N)=O)C(=O)NC(C)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
511,COc1cc(O)c(C(=O)CCc2ccc(O)c(O)c2)c(OC2OC(CO)C(O)C(O)C2O)c1,COc1cc(O)c(C(=O)CCc2ccc(O)c(O)c2)c(OC2OC(CO)C(O)C(O)C2O)c1,sweet,sweet-like,flavor_db,0
512,CCOC(=O)C=Cc1ccc(O)c(O)c1,CCOC(=O)C=Cc1ccc(O)c(O)c1,bitter,"Bitter, Bitterness",chemtastes_db,0
513,COC1CC2OC(C)(C)OC2C(CO)O1,COC1CC2OC(C)(C)OC2C(CO)O1,sweet,sweet,flavor_db,0
514,CCOC1OC(CO)C(OC)C(O)C1O,CCOC1OC(CO)C(OC)C(O)C1O,sweet,sweet-like,flavor_db,0
515,OCCCOCC1OC(OCC2OC(OCCCO)C(OCCCO)C(OCCCO)C2OCCCO)C(OCCCO)C(OCCCO)C1OCCCO,OCCCOCC1OC(OCC2OC(OCCCO)C(OCCCO)C(OCCCO)C2OCCCO)C(OCCCO)C(OCCCO)C1OCCCO,sweet,sweet,flavor_db,0
516,CC1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,CC1OC(Oc2cc3oc(-c4ccccc4)cc(=O)c3c(O)c2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
517,COC1C(O)OC(CO)C(O)C1O,COC1C(O)OC(CO)C(O)C1O,sweet,sweet,flavor_db,0
518,NCCCCC(NC(=O)C(N)CC(=O)O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,NCCCCC(NC(=O)C(N)CC(=O)O)C(=O)N1CCCC1C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
519,CCCOC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1O,CCCOC1OC(COC(C)=O)C(OC(C)=O)C(OC(C)=O)C1O,sweet,sweet,flavor_db,0
520,O=c1[nH]c(SCc2ccco2)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,O=c1[nH]c(SCc2ccco2)nc2c1ncn2C1OC(COP(=O)(O)O)C(O)C1O,umami,"Umami, Umaminess",chemtastes_db,0
521,CCCCCCCCCCCCCCCCCCOCC(COC1OC(CO)C(O)C(O)C1O)OC,CCCCCCCCCCCCCCCCCCOCC(COC1OC(CO)C(O)C(O)C1O)OC,sweet,sweet,flavor_db,0
522,COC1CC2OC3OC(CO)C(O)C(O)C3OC2C(C)O1,COC1CC2OC3OC(CO)C(O)C(O)C3OC2C(C)O1,sweet,sweet,flavor_db,0
523,O=c1cc(-c2ccccc2)oc2c(O)c(O)cc(OC3OC(CO)C(O)C(O)C3O)c12,O=c1cc(-c2ccccc2)oc2c(O)c(O)cc(OC3OC(CO)C(O)C(O)C3O)c12,sweet,sweet-like,flavor_db,0
524,CC(=O)CCCC(C)CCCC(C)CCCC(C)C,CC(=O)CCCC(C)CCCC(C)CCCC(C)C,undefined,"jasmin, herbal, fat, oily, woody, celery",flavor_db,0
525,O=c1ccccc(O)c1O,O=c1ccccc(O)c1O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
526,CC1(Oc2cc3c(c(O)c2O)C(=O)CC(c2ccc(O)c(O)c2)O3)OCC(O)C(O)C1O,CC1(Oc2cc3c(c(O)c2O)C(=O)CC(c2ccc(O)c(O)c2)O3)OCC(O)C(O)C1O,sweet,sweet-like,flavor_db,0
527,COC(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C(O)CCO,COC(OC1OC(CO)C(O)C(O)C1O)C(O)C(O)C(O)CCO,sweet,sweet-like,flavor_db,0
528,COC(=O)C(CC1CCCCC1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,COC(=O)C(CC1CCCCC1)NC(=O)C(CC(=O)O)NC(=O)Nc1ccc([N+](=O)[O-])cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
529,C=CC(=C)CCC=C(C)CCC=C(C)C=O,C=CC(=C)CCC=C(C)CCC=C(C)C=O,sweet,"orange, fresh, waxy, sweet, juicy",flavor_db,0
530,COc1ccc(CC=CC=CC(=O)NCC(C)C)cc1,COc1ccc(CC=CC=CC(=O)NCC(C)C)cc1,undefined,pungent (numbness)(insufficient evidence),phytocompounds_db,0
531,CC(=O)Nc1ccccc1C(=O)CC(N)C(=O)O,CC(=O)Nc1ccccc1C(=O)CC(N)C(=O)O,sweet,"Sweet, Sweetness",chemtastes_db,0
532,CC12CCC(C)(C(=O)O)C(C3OC(CO)C(O)C(O)C3O)C1C1=CC(=O)C3C4(C)CCC(OC5OC(C(=O)O)C(O)C(O)C5OC5OC(C(=O)O)C(O)C(O)C5O)C(C)(C)C4CCC3(C)C1(C)CC2,CC12CCC(C)(C(=O)O)C(C3OC(CO)C(O)C(O)C3O)C1C1=CC(=O)C3C4(C)CCC(OC5OC(C(=O)O)C(O)C(O)C5OC5OC(C(=O)O)C(O)C(O)C5O)C(C)(C)C4CCC3(C)C1(C)CC2,sweet,sweet-like,flavor_db,0
533,O=C(C=Cc1ccccc1)c1ccc(O)cc1,O=C(C=Cc1ccccc1)c1ccc(O)cc1,bitter,"Bitter, Bitterness",chemtastes_db,0
534,Cc1ccc(NC(=Nc2ccc(C#N)cc2)NCC(=O)O)cc1,Cc1ccc(NC(=Nc2ccc(C#N)cc2)NCC(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
535,CC(=O)CC(=O)O,CC(=O)CC(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
536,CCCOC1OC(CO)C(OC2OC(CO)C(OC)CC2O)C(O)C1O,CCCOC1OC(CO)C(OC2OC(CO)C(OC)CC2O)C(O)C1O,sweet,sweet-like,flavor_db,0
537,CCC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)O,CCC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)NC(CC(=O)O)C(=O)NC(C)C(=O)O,sweet,sweet,flavor_db,0
538,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,COc1cc2oc(-c3ccc(O)cc3)cc(=O)c2c(O)c1OC1OC(CO)C(O)C(O)C1OC1OC(CO)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
539,CC=Cc1ccc(OCc2ccccc2)c(OC)c1,CC=Cc1ccc(OCc2ccccc2)c(OC)c1,undefined,"balsam, carnation, spicy, mild",flavor_db,0
540,CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)CCC45C)C3(C)CO)OC(C(=O)O)C(O)C2O)C(O)C(O)C1O,CC1OC(OC2C(OC3CCC4(C)C(CCC5(C)C4CC=C4C6CC(C)(C)CCC6(C(=O)OC6OC(COC7OC(CO)C(O)C(O)C7O)C(O)C(O)C6O)CCC45C)C3(C)CO)OC(C(=O)O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
541,NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,NCCCCC(N)C(=O)NC(CC(N)=O)C(=O)NC(CCCCN)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
542,COC1CC(OC2CCC3(C)C(CCC4C3C(O)CC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1O,COC1CC(OC2CCC3(C)C(CCC4C3C(O)CC3(C)C(C5=CC(=O)OC5)CCC43O)C2)OC(C)C1O,bitter,bitter,phytocompounds_db,0
543,CCOC1CCC(O)OC1C,CCOC1CCC(O)OC1C,sweet,sweet,flavor_db,0
544,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1c1c(O)c(O)c(O)c2c1C(=O)OCC1OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C1OC(=O)c1cc(O)c(O)c(O)c1-2)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1O,O=C1OCC2OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C2OC(=O)c2cc(O)c(O)c(O)c2-c2c1cc(O)c(O)c2O)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1c1c(O)c(O)c(O)c2c1C(=O)OCC1OC(=O)c3cc(O)c(O)c(O)c3-c3c(O)c(O)c(O)c4c3C(=O)OC(C1OC(=O)c1cc(O)c(O)c(O)c1-2)C1OC(=O)c2c-4c(O)c(O)c(O)c2C1O,bitter,astringent; bitter,phytocompounds_db,0
545,CC(C)=CCCC(C)(O)C1CC=C(C)CC1,CC(C)=CCCC(C)(O)C1CC=C(C)CC1,undefined,"peppery, spice, mild, floral, flower",flavor_db,0
546,C=CC(C)(O)CCC=C(C)C(=O)OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,C=CC(C)(O)CCC=C(C)C(=O)OCC1OC(Oc2ccc(O)cc2)C(O)C(O)C1O,bitter,bitter,phytocompounds_db,0
547,Nc1ncnc2c1nc(Br)n2C1CC(O)C(COP(=O)(O)O)O1,Nc1ncnc2c1nc(Br)n2C1CC(O)C(COP(=O)(O)O)O1,sweet,sweet-like,flavor_db,0
548,COc1c(OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,COc1c(OC2OC(CO)C(O)C(O)C2OC2OC(C)C(O)C(O)C2O)cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc12,sweet,sweet-like,flavor_db,0
549,c1ccc(CC(N=Nc2ccccc2)=NNc2ccccc2)cc1,c1ccc(CC(N=Nc2ccccc2)=NNc2ccccc2)cc1,sweet,sweet-like,flavor_db,0
550,CC(C)OC1CC(O)C(O)C(C)O1,CC(C)OC1CC(O)C(O)C(C)O1,sweet,sweet-like,flavor_db,0
551,O=C1NS(=O)(=O)c2ccccc21.[Ca+2].[F-].[F-],O=C1NS(=O)(=O)c2ccccc21.[Ca+2].[F-].[F-],sweet,sweet,flavor_db,0
552,OCC1OC(OC2(CO)OC(O)(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2(CO)OC(O)(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
553,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C7OC(O)(C(=O)O)C(OCC(=O)O)OC7C6O)C(C)(CO)C5CCC43C)C2C1,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C7OC(O)(C(=O)O)C(OCC(=O)O)OC7C6O)C(C)(CO)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,0
554,N#Cc1ccc(N=C(N)NCC(=O)O)cc1,N#Cc1ccc(N=C(N)NCC(=O)O)cc1,sweet,"Sweet, Sweetness",chemtastes_db,0
555,OC1COC2(COC3(CCCCC3)O2)C(O)C1O,OC1COC2(COC3(CCCCC3)O2)C(O)C1O,sweet,sweet,flavor_db,0
556,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OCC(O)C(O)C6O)C(C)(C)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,0
557,CCOC1C(O)C(O)C(O)OC1(C)C,CCOC1C(O)C(O)C(O)OC1(C)C,sweet,sweet,flavor_db,0
558,OCC(O)C(O)C(O)(O)C(O)CO,OCC(O)C(O)C(O)(O)C(O)CO,sweet,sweet-like,flavor_db,0
559,CNP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,CNP(=O)(O)OCC1OC(n2cnc3c(N)ncnc32)C(O)C1O,sweet,sweet-like,flavor_db,0
560,CC(C)CC(NC(=O)C[NH3+])C(=O)NC(Cc1ccccc1)C(=O)[O-],CC(C)CC(NC(=O)C[NH3+])C(=O)NC(Cc1ccccc1)C(=O)[O-],sweet,sweet,flavor_db,0
561,COc1c(O)c(OC2OC(CO)C(O)C(O)C2O)cc2oc(-c3ccccc3)cc(=O)c12,COc1c(O)c(OC2OC(CO)C(O)C(O)C2O)cc2oc(-c3ccccc3)cc(=O)c12,sweet,sweet-like,flavor_db,0
562,CC(N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(N)C(=O)NC(CCC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
563,CCOC(C)OC1OC(CO)C(O)C(O)C1O,CCOC(C)OC1OC(CO)C(O)C(O)C1O,sweet,sweet,flavor_db,0
564,Nc1ncnc2c1ncn2C1OC(COOO)C(O)C1O,Nc1ncnc2c1ncn2C1OC(COOO)C(O)C1O,sweet,sweet-like,flavor_db,0
565,CC(=O)c1oc(C)cc1C,CC(=O)c1oc(C)cc1C,sweet,"sweet, balsam",flavor_db,0
566,O=C1CCCCCCCC=CCCCCCCC1,O=C1CCCCCCCC=CCCCCCCC1,sweet,"animal, sweet, musk, clean, dry",flavor_db,0
567,OCC1OC(OC2C(OC3CCCCC3)OC(CO)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2C(OC3CCCCC3)OC(CO)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
568,OCC1OC(O)C(OC2(CO)OC(CCl)C(O)C2O)C(O)C1O,OCC1OC(O)C(OC2(CO)OC(CCl)C(O)C2O)C(O)C1O,sweet,sweet,flavor_db,0
569,COC(=O)C(Cc1ccccc1)NC(=O)C(C)(C)NC(=O)C(N)CC(C)C,COC(=O)C(Cc1ccccc1)NC(=O)C(C)(C)NC(=O)C(N)CC(C)C,sweet,sweet,flavor_db,0
570,CC(O)C(N)C(=O)NC(CCC(=O)O)C(=O)O,CC(O)C(N)C(=O)NC(CCC(=O)O)C(=O)O,umami,"Weak umami, Umaminess",chemtastes_db,0
571,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,O=C1O[C@H]([C@@H](O)CO)C(O)=C1O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
572,O=COCC1OC(O)C(O)C(O)C1O,O=COCC1OC(O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
573,CSCc1ccccc1,CSCc1ccccc1,undefined,"burnt, roasted, pork, lamb, chicken, beef",flavor_db,0
574,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(COC6OC(COC(C)=O)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)C(O)C(O)C5O)CCC34C)C2(C)C)C(O)C(O)C1O,COC(=O)C1OC(OC2CCC3(C)C(CCC4(C)C3CC=C3C5CC(C)(C)CCC5(C(=O)OC5OC(COC6OC(COC(C)=O)C(OC7OC(C)C(O)C(O)C7O)C(O)C6O)C(O)C(O)C5O)CCC34C)C2(C)C)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
575,COc1ccc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c2=O)cc1O,COc1ccc(-c2coc3cc(OC4OC(CO)C(O)C(O)C4O)cc(O)c3c2=O)cc1O,sweet,sweet-like,flavor_db,0
576,CC1(C)[C@H](C(=O)O)[C@@H]1C(=O)O,CC1(C)[C@H](C(=O)O)[C@@H]1C(=O)O,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
577,CC1=C(O)C(=O)CC(OC2CC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7OC7OC(C)C(O)C(O)C7O)C(C)(CO)C6CCC5(C)C4(C)CCC23C)C1,CC1=C(O)C(=O)CC(OC2CC(C)(C)CC3C4=CCC5C6(C)CCC(OC7OC(C(=O)O)C(O)C(O)C7OC7OC(CO)C(O)C(O)C7OC7OC(C)C(O)C(O)C7O)C(C)(CO)C6CCC5(C)C4(C)CCC23C)C1,sweet,sweet-like,flavor_db,0
578,CC(C)CC(N)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)CC(N)C(=O)NC(CCCCN)C(=O)NC(CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
579,OCC1OC(O)C([As])C(O)C1O,OCC1OC(O)C([As])C(O)C1O,sweet,sweet-like,flavor_db,0
580,CCC1OC(OC2C(CC)OC(OC3CCC4(C)C(CCC5C4CC(OC4OC(CC)C(OC6OC(CC)C(O)C(O)C6O)C(O)C4O)C4(C)C(C(C)CCC(=O)O)CCC54)C3)C(O)C2O)C(O)C(O)C1O,CCC1OC(OC2C(CC)OC(OC3CCC4(C)C(CCC5C4CC(OC4OC(CC)C(OC6OC(CC)C(O)C(O)C6O)C(O)C4O)C4(C)C(C(C)CCC(=O)O)CCC54)C3)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
581,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,CC1(C)CCC2(C(=O)OC3OC(CO)C(O)C(O)C3O)CCC3(C)C(=CCC4C5(C)CCC(OC6OC(C(=O)O)C(OC7OC(CO)C(O)C(O)C7O)C(O)C6OC6OCC(O)C(O)C6O)C(C)(CO)C5CCC43C)C2C1,sweet,sweet-like,flavor_db,0
582,O=c1cccc2n1CC1CNCC2C1,O=c1cccc2n1CC1CNCC2C1,bitter,bitter,phytocompounds_db,0
583,CCC(C)C(NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)O,CCC(C)C(NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)NC(CCCCN)C(=O)O,sweet,sweet,flavor_db,0
584,Cc1ccc(S(=O)(=O)CCC(=O)O)cc1,Cc1ccc(S(=O)(=O)CCC(=O)O)cc1,bitter,"Bitter, Bitterness",chemtastes_db,0
585,NCC(O)CNc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)O)C(O)C1O,NCC(O)CNc1nc2c(N)ncnc2n1C1OC(COP(=O)(O)O)C(O)C1O,sweet,sweet-like,flavor_db,0
586,CC1SSC(C)S1,CC1SSC(C)S1,undefined,"beefy, sulfurous, meaty",flavor_db,0
587,COC(=O)C(Cc1ccccc1)N1CC(N)C1=O,COC(=O)C(Cc1ccccc1)N1CC(N)C1=O,sweet,sweet,flavor_db,0
588,O=C(O)CN(CC(=O)O)C1(C(=O)O)CCCCC1,O=C(O)CN(CC(=O)O)C1(C(=O)O)CCCCC1,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
589,COc1ccc(NC(=O)N[SeH])cc1,COc1ccc(NC(=O)N[SeH])cc1,sweet,sweet-like,flavor_db,0
590,COCCOc1ccc([N+](=O)[O-])cc1N,COCCOc1ccc([N+](=O)[O-])cc1N,sweet,sweet-like,flavor_db,0
591,OCCOC(OC1C(CO)OC(O)C(O)C1O)C(O)CO,OCCOC(OC1C(CO)OC(O)C(O)C1O)C(O)CO,sweet,sweet,flavor_db,0
592,COc1ccc2c(c1)S(=O)(=O)NC2=O,COc1ccc2c(c1)S(=O)(=O)NC2=O,undefined,"Tasteless, Tastelessness",chemtastes_db,0
593,OC(O)C1OC(O)C(O)C(O)C1O,OC(O)C1OC(O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
594,CCCCCCCCCC(=O)CCc1ccc(O)c(OC)c1,CCCCCCCCCC(=O)CCc1ccc(O)c(OC)c1,undefined,pungent,phytocompounds_db,0
595,CC(C)C(NC(=O)C(CO)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,CC(C)C(NC(=O)C(CO)NC(=O)C(N)CC(=O)O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
596,CCC(C)C(N)C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,CCC(C)C(N)C(=O)NCC(=O)NC(CC(N)=O)C(=O)NC(Cc1ccccc1)C(=O)O,sweet,sweet,flavor_db,0
597,O=C(O)C(O)c1ccc(Br)cc1,O=C(O)C(O)c1ccc(Br)cc1,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
598,OCC1OC(OC2COC(CO)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,OCC1OC(OC2COC(CO)C(O)C2OC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet,flavor_db,0
599,N#CC(O)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,N#CC(O)c1ccc(OC2OC(CO)C(O)C(O)C2O)cc1,bitter,Ligand to Tas2 Receptor,tas2r_agonists,0
600,CCOC1C(O)C(COP(=O)(O)O)OC1n1cnc2c(N)ncnc21,CCOC1C(O)C(COP(=O)(O)O)OC1n1cnc2c(N)ncnc21,sweet,sweet-like,flavor_db,0
601,Cn1nnc2[nH]c(S(C)(=O)=O)nc(=O)c21,Cn1nnc2[nH]c(S(C)(=O)=O)nc(=O)c21,sour,pKa between 2 and 7,IUPAC Dissocation Constants,0
602,CCC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)O)C(C)CC)C(C)C,CCC(C)C(N)C(=O)NC(Cc1ccccc1)C(=O)NC(C(=O)NC(C(=O)NC(CC(=O)O)C(=O)NC(CC(=O)O)C(=O)NC(CCCCN)C(=O)O)C(C)CC)C(C)C,sweet,sweet,flavor_db,0
603,CC(C)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,CC(C)OC1OC(COC2OC(CO)C(O)C(O)C2O)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
604,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1C1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O,COc1cc(O)c2c(=O)cc(-c3ccc(O)c(O)c3)oc2c1C1OC(CO)C(O)C(O)C1OC1OC(C)C(O)C(O)C1O,sweet,sweet-like,flavor_db,0
605,O=c1c(-c2ccc(O)c(OC3OC(CO)C(O)C(O)C3O)c2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,O=c1c(-c2ccc(O)c(OC3OC(CO)C(O)C(O)C3O)c2)coc2cc(OC3OC(CO)C(O)C(O)C3O)cc(O)c12,sweet,sweet-like,flavor_db,0
